NaceCodeGroup,BelgianMunicipality,Zipcode,Country,EntityCount
10,Rumst,2840,BEL,14
10,Tielt-Winge,3390,BEL,14
10,Vosselaar,2350,BEL,14
10,Wellen,3830,BEL,14
10,Wemmel,1780,BEL,14
11,Aartselaar,2630,BEL,14
11,Boortmeerbeek,3190,BEL,14
11,Diepenbeek,3590,BEL,14
11,Estaimpuis,7730,BEL,14
11,Hechtel-Eksel,3940,BEL,14
11,Heusden-Zolder,3550,BEL,14
11,Ixelles,1050,BEL,14
11,Lens (Hainaut),7870,BEL,14
11,Lommel,3920,BEL,14
11,Saint-Ghislain,7332,BEL,14
11,Sambreville,5060,BEL,14
11,Schilde,2970,BEL,14
11,Spiere-Helkijn,8587,BEL,14
11,Villers-le-Bouillet,4530,BEL,14
11,Vorselaar,2290,BEL,14
12,Aalter,9880,BEL,14
12,Anderlecht,1070,BEL,14
12,Diest,3294,BEL,14
12,Genappe,1470,BEL,14
12,Mons,7034,BEL,14
12,Soignies,7060,BEL,14
12,Uccle,1180,BEL,14
12,Voeren,3790,BEL,14
13,Alken,3570,BEL,14
13,Arlon,6700,BEL,14
13,Avelgem,8580,BEL,14
13,Beernem,8730,BEL,14
13,Bertrix,6880,BEL,14
13,Brakel,9660,BEL,14
13,Chaumont-Gistoux,1325,BEL,14
13,Courcelles,6183,BEL,14
13,Eghezée,5310,BEL,14
13,Geraardsbergen,9500,BEL,14
13,Haacht,3150,BEL,14
13,Halle,1502,BEL,14
13,Herve,4654,BEL,14
13,Houthalen-Helchteren,3530,BEL,14
13,Houthulst,8650,BEL,14
13,Knokke-Heist,8300,BEL,14
13,Leuze-en-Hainaut,7900,BEL,14
13,Lichtervelde,8810,BEL,14
13,Mettet,5640,BEL,14
13,Neufchâteau,6840,BEL,14
13,Olen,2250,BEL,14
13,Pajottegem,1570,BEL,14
13,Retie,2470,BEL,14
13,Rijkevorsel,2310,BEL,14
13,Silly,7830,BEL,14
13,Turnhout,2300,BEL,14
13,Zonnebeke,8980,BEL,14
14,Awans,4340,BEL,14
14,Baelen,4837,BEL,14
14,Crisnée,4367,BEL,14
14,Erquelinnes,6560,BEL,14
14,Floreffe,5150,BEL,14
14,Manage,7170,BEL,14
14,Merbes-le-Château,6567,BEL,14
14,Mont-de-l'Enclus,7750,BEL,14
14,Neupré,4122,BEL,14
14,Ohey,5353,BEL,14
14,Trooz,4870,BEL,14
14,Zutendaal,3690,BEL,14
15,Beerse,2340,BEL,14
15,Bernissart,7322,BEL,14
15,Crisnée,4367,BEL,14
15,Ferrières,4190,BEL,14
15,Ixelles,1050,BEL,14
15,Marchin,4570,BEL,14
15,Ottignies-Louvain-la-Neuve,1340,BEL,14
15,Overijse,3090,BEL,14
16,Aubel,4880,BEL,14
16,Denderleeuw,9472,BEL,14
16,Hensies,7350,BEL,14
16,Lincent,4287,BEL,14
16,Lobbes,6540,BEL,14
16,Manage,7170,BEL,14
16,Oud-Heverlee,3050,BEL,14
16,Stoumont,4987,BEL,14
16,Trois-Ponts,4980,BEL,14
16,Trooz,4870,BEL,14
16,Vresse-sur-Semois,5550,BEL,14
17,Anderlecht,1070,BEL,14
18,Boom,2850,BEL,14
18,Chaudfontaine,4052,BEL,14
18,Denderleeuw,9470,BEL,14
18,Gingelom,3890,BEL,14
18,Hoeilaart,1560,BEL,14
18,Hooglede,8830,BEL,14
18,Jemeppe-sur-Sambre,5190,BEL,14
18,Juprelle,4452,BEL,14
18,Leopoldsburg,3970,BEL,14
18,Lille,2275,BEL,14
18,Niel,2845,BEL,14
18,Putte,2580,BEL,14
18,Seneffe,7180,BEL,14
18,Silly,7830,BEL,14
18,Spa,4900,BEL,14
18,Wervik,8940,BEL,14
20,Asse,1731,BEL,14
20,Forest,1190,BEL,14
20,Ieper,8900,BEL,14
20,Machelen (Brab.),1831,BEL,14
20,Seraing,4102,BEL,14
20,Sint-Niklaas,9100,BEL,14
20,Wavre,1300,BEL,14
21,Aarschot,3200,BEL,14
21,Ixelles,1050,BEL,14
21,Kasterlee,2460,BEL,14
21,Woluwe-Saint-Lambert,1200,BEL,14
21,Zottegem,9620,BEL,14
22,Blégny,4671,BEL,14
22,Braine-l'Alleud,1420,BEL,14
22,Daverdisse,6929,BEL,14
22,Diest,3290,BEL,14
22,Nandrin,4550,BEL,14
22,Oudenaarde,9700,BEL,14
22,Overijse,3090,BEL,14
22,Rixensart,1330,BEL,14
22,Saint-Léger (Lux.),6747,BEL,14
22,Sint-Truiden,3800,BEL,14
22,Tenneville,6970,BEL,14
22,Turnhout,2300,BEL,14
22,Uccle,1180,BEL,14
22,Villers-la-Ville,1495,BEL,14
22,Walhain,1457,BEL,14
22,Wetteren,9230,BEL,14
23,Andenne,5300,BEL,14
23,Anzegem,8570,BEL,14
23,Bornem,2880,BEL,14
23,Ciney,5590,BEL,14
23,Deerlijk,8540,BEL,14
23,Etterbeek,1040,BEL,14
23,Fleurus,6220,BEL,14
23,Gistel,8470,BEL,14
23,Herstal,4040,BEL,14
23,Ottignies-Louvain-la-Neuve,1342,BEL,14
23,Ronse,9600,BEL,14
23,Schilde,2970,BEL,14
23,Turnhout,2300,BEL,14
23,Veurne,8630,BEL,14
23,Westerlo,2260,BEL,14
23,Wuustwezel,2990,BEL,14
24,Bertrix,6880,BEL,14
24,Bilzen-Hoeselt,3730,BEL,14
24,Bièvre,5555,BEL,14
24,Büllingen,4760,BEL,14
24,Durbuy,6940,BEL,14
24,Manhay,6960,BEL,14
24,Roeselare,8800,BEL,14
24,Vielsalm,6690,BEL,14
24,Waimes,4950,BEL,14
25,Beaumont,6500,BEL,14
25,Beloeil,7971,BEL,14
25,Edegem,2650,BEL,14
25,Ellezelles,7890,BEL,14
25,Gesves,5340,BEL,14
25,Ham-sur-Heure-Nalinnes,6120,BEL,14
25,Incourt,1315,BEL,14
25,Kapelle-op-den-Bos,1880,BEL,14
25,Lierde,9570,BEL,14
25,Nieuwerkerken (Limb.),3850,BEL,14
25,Ottignies-Louvain-la-Neuve,1348,BEL,14
25,Rebecq,1430,BEL,14
25,Rixensart,1332,BEL,14
25,Roosdaal,1760,BEL,14
25,Saint-Nicolas,4420,BEL,14
25,Sombreffe,5140,BEL,14
25,Vaux-sur-Sûre,6640,BEL,14
25,Vorselaar,2290,BEL,14
25,Waasmunster,9250,BEL,14
25,Woluwe-Saint-Pierre,1150,BEL,14
26,Aarschot,3200,BEL,14
26,Waterloo,1410,BEL,14
27,Bilzen-Hoeselt,3740,BEL,14
27,Harelbeke,8530,BEL,14
27,Hoogstraten,2321,BEL,14
27,Kontich,2550,BEL,14
27,Mons,7021,BEL,14
27,Tessenderlo-Ham,3980,BEL,14
27,Tongeren-Borgloon,3700,BEL,14
27,Verviers,4800,BEL,14
27,Waregem,8792,BEL,14
28,Anzegem,8570,BEL,14
28,Bornem,2880,BEL,14
28,Braine-l'Alleud,1420,BEL,14
28,Dilsen-Stokkem,3650,BEL,14
28,Forest,1190,BEL,14
28,Kapellen,2950,BEL,14
28,Merchtem,1785,BEL,14
28,Oosterzele,9860,BEL,14
28,Rijkevorsel,2310,BEL,14
28,Sankt Vith,4780,BEL,14
28,Soumagne,4630,BEL,14
28,Staden,8840,BEL,14
28,Walcourt,5650,BEL,14
28,Wommelgem,2160,BEL,14
31,Chaudfontaine,4051,BEL,14
31,Comines-Warneton,7780,BEL,14
31,Diepenbeek,3590,BEL,14
31,Edegem,2650,BEL,14
31,Gistel,8470,BEL,14
31,Havelange,5376,BEL,14
31,Keerbergen,3140,BEL,14
31,Kinrooi,3640,BEL,14
31,Lummen,3560,BEL,14
31,Merchtem,1785,BEL,14
31,Merksplas,2330,BEL,14
31,Oosterzele,9860,BEL,14
31,Opwijk,1745,BEL,14
31,Oudenburg,8460,BEL,14
31,Oupeye,4683,BEL,14
31,Waasmunster,9250,BEL,14
32,Alken,3570,BEL,14
32,Bertrix,6880,BEL,14
32,Braives,4260,BEL,14
32,Buggenhout,9255,BEL,14
32,Fléron,4620,BEL,14
32,Fontaine-l'Evêque,6140,BEL,14
32,Frasnes-lez-Anvaing,7911,BEL,14
32,Haacht,3150,BEL,14
32,Herk-de-Stad,3540,BEL,14
32,Kasterlee,2460,BEL,14
32,Koksijde,8670,BEL,14
32,Landen,3404,BEL,14
32,Malle,2390,BEL,14
32,Sint-Genesius-Rode,1640,BEL,14
32,Spa,4900,BEL,14
32,Steenokkerzeel,1820,BEL,14
32,Walhain,1457,BEL,14
33,Bernissart,7321,BEL,14
33,Brunehaut,7620,BEL,14
33,Bütgenbach,4750,BEL,14
33,Heers,3870,BEL,14
33,Herent,3020,BEL,14
33,Lennik,1750,BEL,14
33,Lens (Hainaut),7870,BEL,14
33,Niel,2845,BEL,14
33,Ohey,5350,BEL,14
33,Rixensart,1332,BEL,14
33,Silly,7830,BEL,14
33,Stoumont,4987,BEL,14
33,Waremme,4300,BEL,14
33,Watermael-Boitsfort,1170,BEL,14
35,Aalter,9880,BEL,14
35,Diksmuide,8600,BEL,14
35,Duffel,2570,BEL,14
35,Forest,1190,BEL,14
35,Gistel,8470,BEL,14
35,Knokke-Heist,8300,BEL,14
35,Lievegem,9920,BEL,14
35,Lommel,3920,BEL,14
35,Londerzeel,1840,BEL,14
35,Merksplas,2330,BEL,14
35,Saint-Gilles,1060,BEL,14
35,Zedelgem,8210,BEL,14
36,Unknown,,BEL,14
38,Beringen,3580,BEL,14
38,Bree,3960,BEL,14
38,Geel,2440,BEL,14
38,Kortemark,8610,BEL,14
38,La Louvière,7100,BEL,14
38,Schaerbeek,1030,BEL,14
39,Beveren-Kruibeke-Zwijndrecht,2070,BEL,14
41,Aubange,6791,BEL,14
41,Bièvre,5555,BEL,14
41,Estaimpuis,7730,BEL,14
41,Hastière,5543,BEL,14
41,Honnelles,7387,BEL,14
41,Hélécine,1357,BEL,14
41,Olne,4877,BEL,14
41,Remicourt,4350,BEL,14
41,Rendeux,6987,BEL,14
41,Stoumont,4987,BEL,14
41,Viroinval,5670,BEL,14
42,Arlon,6700,BEL,14
42,Bertrix,6880,BEL,14
42,Court-Saint-Etienne,1490,BEL,14
42,Denderleeuw,9470,BEL,14
42,Durbuy,6940,BEL,14
42,Ecaussinnes,7190,BEL,14
42,Erquelinnes,6560,BEL,14
42,Glabbeek,3380,BEL,14
42,Keerbergen,3140,BEL,14
42,Les Bons Villers,6210,BEL,14
42,Leuze-en-Hainaut,7900,BEL,14
42,Marchin,4570,BEL,14
42,Oostrozebeke,8780,BEL,14
42,Spa,4900,BEL,14
42,Walhain,1457,BEL,14
42,Yvoir,5530,BEL,14
43,Daverdisse,6929,BEL,14
46,Bilzen,3740,BEL,14
46,Ham,3945,BEL,14
49,Begijnendijk,3130,BEL,14
49,Bekkevoort,3460,BEL,14
49,De Haan,8420,BEL,14
49,Donceel,4357,BEL,14
49,Incourt,1315,BEL,14
49,Kelmis,4720,BEL,14
49,Le Roeulx,7070,BEL,14
49,Linter,3350,BEL,14
49,Lobbes,6540,BEL,14
49,Orp-Jauche,1350,BEL,14
49,Pepingen,1670,BEL,14
49,Ramillies,1367,BEL,14
49,Villers-la-Ville,1495,BEL,14
50,Molenbeek-Saint-Jean,1080,BEL,14
51,Charleroi,6000,BEL,14
52,Ardooie,8850,BEL,14
52,Chaudfontaine,4053,BEL,14
52,Colfontaine,7340,BEL,14
52,Couvin,5660,BEL,14
52,De Haan,8420,BEL,14
52,Dison,4820,BEL,14
52,Fontaine-l'Evêque,6142,BEL,14
52,Herenthout,2270,BEL,14
52,Ittre,1460,BEL,14
52,Kinrooi,3640,BEL,14
52,Libramont-Chevigny,6800,BEL,14
52,Liedekerke,1770,BEL,14
52,Lummen,3560,BEL,14
52,Péruwelz,7601,BEL,14
52,Quaregnon,7390,BEL,14
52,Sombreffe,5140,BEL,14
52,Soumagne,4630,BEL,14
52,Thimister-Clermont,4890,BEL,14
52,Waimes,4950,BEL,14
52,Wanze,4520,BEL,14
52,Watermael-Boitsfort,1170,BEL,14
52,Zoutleeuw,3440,BEL,14
53,Ath,7800,BEL,14
53,Beyne-Heusay,4610,BEL,14
53,Destelbergen,9070,BEL,14
53,Dilsen-Stokkem,3650,BEL,14
53,Lebbeke,9280,BEL,14
53,Manage,7170,BEL,14
53,Nivelles,1400,BEL,14
53,Opwijk,1745,BEL,14
53,Ranst,2520,BEL,14
53,Stekene,9190,BEL,14
55,Boutersem,3370,BEL,14
55,Chaumont-Gistoux,1325,BEL,14
55,Hamme (Vl.),9220,BEL,14
55,Houthulst,8650,BEL,14
55,Ittre,1460,BEL,14
55,Koekelare,8680,BEL,14
55,Oud-Heverlee,3053,BEL,14
55,Rumst,2840,BEL,14
55,Virton,6761,BEL,14
55,Zoersel,2980,BEL,14
56,Doische,5680,BEL,14
56,Hélécine,1357,BEL,14
56,Léglise,6860,BEL,14
56,Martelange,6630,BEL,14
56,Merbes-le-Château,6567,BEL,14
56,Tellin,6927,BEL,14
56,Tinlot,4557,BEL,14
58,Ans,4432,BEL,14
58,Assesse,5330,BEL,14
58,Bonheiden,2820,BEL,14
58,Boortmeerbeek,3190,BEL,14
58,Edegem,2650,BEL,14
58,Lede,9340,BEL,14
58,Orp-Jauche,1350,BEL,14
58,Tielt,8700,BEL,14
58,Wetteren,9230,BEL,14
59,Andenne,5300,BEL,14
59,As,3665,BEL,14
59,Herselt,2230,BEL,14
59,Sambreville,5060,BEL,14
59,Seneffe,7180,BEL,14
59,Soignies,7060,BEL,14
59,Sprimont,4140,BEL,14
59,Wommelgem,2160,BEL,14
60,Braine-l'Alleud,1420,BEL,14
60,Dilbeek,1700,BEL,14
61,Aarschot,3200,BEL,14
61,Andenne,5300,BEL,14
61,Rixensart,1330,BEL,14
61,Zottegem,9620,BEL,14
62,Antoing,7640,BEL,14
62,Chièvres,7950,BEL,14
62,Dour,7370,BEL,14
62,Estinnes,7120,BEL,14
62,Nassogne,6953,BEL,14
62,Vielsalm,6690,BEL,14
62,Voeren,3798,BEL,14
63,Brunehaut,7623,BEL,14
63,Florennes,5620,BEL,14
63,Ittre,1461,BEL,14
63,Leuze-en-Hainaut,7900,BEL,14
63,Quévy,7041,BEL,14
63,Somme-Leuze,5377,BEL,14
64,Chastre,1450,BEL,14
64,Ecaussinnes,7190,BEL,14
64,Manage,7170,BEL,14
64,Montigny-le-Tilleul,6110,BEL,14
64,Neufchâteau,6840,BEL,14
64,Péruwelz,7600,BEL,14
64,Saint-Georges-sur-Meuse,4470,BEL,14
64,Saint-Nicolas,4420,BEL,14
66,Alken,3570,BEL,14
66,Avelgem,8580,BEL,14
66,Bierbeek,3360,BEL,14
66,Braine-le-Château,1440,BEL,14
66,Dalhem,4608,BEL,14
66,Grobbendonk,2280,BEL,14
66,Hoeilaart,1560,BEL,14
66,Jalhay,4845,BEL,14
66,Landen,3400,BEL,14
66,Merksplas,2330,BEL,14
66,Mettet,5640,BEL,14
66,Orp-Jauche,1350,BEL,14
66,Verlaine,4537,BEL,14
66,Villers-la-Ville,1495,BEL,14
66,Wanze,4520,BEL,14
66,Wielsbeke,8710,BEL,14
66,Zonnebeke,8980,BEL,14
68,Léglise,6860,BEL,14
68,Saint-Léger (Lux.),6747,BEL,14
68,Sivry-Rance,6470,BEL,14
68,Tellin,6927,BEL,14
68,Tongeren,3700,BEL,14
69,Bassenge,4690,BEL,14
69,Bertrix,6880,BEL,14
69,Brunehaut,7620,BEL,14
69,Ferrières,4190,BEL,14
69,Houyet,5561,BEL,14
70,Ham,3945,BEL,14
70,Merelbeke,9820,BEL,14
70,Momignies,6596,BEL,14
70,Quiévrain,7380,BEL,14
70,Tellin,6927,BEL,14
71,Attert,6717,BEL,14
71,Cerfontaine,5630,BEL,14
71,Hamoir,4180,BEL,14
71,Hensies,7350,BEL,14
71,Tellin,6927,BEL,14
71,Wasseiges,4219,BEL,14
72,Aarschot,3202,BEL,14
72,Genappe,1470,BEL,14
72,Jodoigne,1370,BEL,14
72,Oud-Heverlee,3052,BEL,14
72,Overijse,3090,BEL,14
72,Torhout,8820,BEL,14
72,Turnhout,2300,BEL,14
73,Bouillon,6833,BEL,14
73,Houffalize,6661,BEL,14
73,Libin,6890,BEL,14
73,Stoumont,4987,BEL,14
74,Bouillon,6830,BEL,14
74,Gedinne,5575,BEL,14
74,Hotton,6990,BEL,14
74,Rumes,7610,BEL,14
74,Voeren,3790,BEL,14
75,Beernem,8730,BEL,14
75,Braine-le-Comte,7090,BEL,14
75,Durbuy,6940,BEL,14
75,Fernelmont,5380,BEL,14
75,Herzele,9550,BEL,14
75,Jabbeke,8490,BEL,14
75,Kalmthout,2920,BEL,14
75,Merksplas,2330,BEL,14
75,Oostende,8400,BEL,14
75,Pelt,3910,BEL,14
75,Schoten,2900,BEL,14
75,Stabroek,2940,BEL,14
75,Torhout,8820,BEL,14
77,Aubel,4880,BEL,14
77,Beveren,9130,BEL,14
77,Brunehaut,7620,BEL,14
77,Chièvres,7950,BEL,14
77,Erezée,6997,BEL,14
77,Gedinne,5575,BEL,14
77,Héron,4218,BEL,14
77,Kelmis,4720,BEL,14
77,Morlanwelz,7140,BEL,14
77,Tintigny,6730,BEL,14
77,Trois-Ponts,4980,BEL,14
78,Andenne,5300,BEL,14
78,Beauvechain,1320,BEL,14
78,Beerse,2340,BEL,14
78,Dilsen-Stokkem,3650,BEL,14
78,Hooglede,8830,BEL,14
78,Opwijk,1745,BEL,14
78,Sint-Gillis-Waas,9170,BEL,14
78,Wijnegem,2110,BEL,14
78,Wingene,8750,BEL,14
79,Arlon,6700,BEL,14
79,Brecht,2960,BEL,14
79,Destelbergen,9070,BEL,14
79,Diksmuide,8600,BEL,14
79,Herve,4650,BEL,14
79,Heusden-Zolder,3550,BEL,14
79,Maaseik,3680,BEL,14
79,Menen,8930,BEL,14
79,Tervuren,3080,BEL,14
79,Wevelgem,8560,BEL,14
80,Beveren-Kruibeke-Zwijndrecht,2070,BEL,14
80,Brasschaat,2930,BEL,14
80,Evergem,9940,BEL,14
80,Kortrijk,8500,BEL,14
80,Mons,7000,BEL,14
80,Nazareth-De Pinte,9840,BEL,14
80,Vilvoorde,1800,BEL,14
81,Baarle-Hertog,2387,BEL,14
81,Meix-devant-Virton,6769,BEL,14
82,Beveren,9130,BEL,14
84,Ans,4432,BEL,14
84,Boom,2850,BEL,14
84,Braine-l'Alleud,1420,BEL,14
84,Ciney,5590,BEL,14
84,Lokeren,9180,BEL,14
84,Soignies,7060,BEL,14
84,Tielt,8700,BEL,14
84,Veurne,8630,BEL,14
84,Visé,4600,BEL,14
86,Berloz,4257,BEL,14
86,Erezée,6997,BEL,14
86,Sainte-Ode,6680,BEL,14
86,Wasseiges,4219,BEL,14
86,Zuienkerke,8377,BEL,14
87,Fontaine-l'Evêque,6140,BEL,14
87,Herstal,4040,BEL,14
87,Kapellen,2950,BEL,14
87,Roeselare,8800,BEL,14
87,Saint-Gilles,1060,BEL,14
87,Seraing,4100,BEL,14
88,Ans,4432,BEL,14
88,Beersel,1652,BEL,14
88,Bertem,3061,BEL,14
88,Boechout,2530,BEL,14
88,Dessel,2480,BEL,14
88,Landen,3400,BEL,14
88,Leopoldsburg,3970,BEL,14
88,Nieuwpoort,8620,BEL,14
88,Olen,2250,BEL,14
88,Opwijk,1745,BEL,14
88,Peer,3990,BEL,14
88,Ranst,2520,BEL,14
88,Sankt Vith,4780,BEL,14
88,Soignies,7060,BEL,14
88,Vielsalm,6690,BEL,14
88,Wijnegem,2110,BEL,14
90,Geer,4254,BEL,14
90,Hastière,5540,BEL,14
90,Horebeke,9667,BEL,14
90,Kaprijke,9971,BEL,14
90,La Roche-en-Ardenne,6983,BEL,14
90,Oostrozebeke,8780,BEL,14
90,Verlaine,4537,BEL,14
90,Vresse-sur-Semois,5550,BEL,14
91,Beveren-Kruibeke-Zwijndrecht,9120,BEL,14
91,Schaerbeek,1030,BEL,14
92,Beveren-Kruibeke-Zwijndrecht,9120,BEL,14
92,Grimbergen,1853,BEL,14
92,Quiévrain,7380,BEL,14
93,Baelen,4837,BEL,14
93,Beveren,9120,BEL,14
93,Büllingen,4760,BEL,14
93,Flobecq,7880,BEL,14
93,Messancy,6780,BEL,14
93,Tenneville,6971,BEL,14
93,Tintigny,6730,BEL,14
93,Vresse-sur-Semois,5550,BEL,14
94,Binche,7133,BEL,14
94,Braine-le-Comte,7090,BEL,14
94,Châtelet,6200,BEL,14
94,Deinze,9850,BEL,14
94,Florennes,5620,BEL,14
94,Lessines,7860,BEL,14
94,Leuze-en-Hainaut,7900,BEL,14
94,Menen,8930,BEL,14
94,Neufchâteau,6840,BEL,14
94,Saint-Hubert,6870,BEL,14
94,Wetteren,9230,BEL,14
95,Fexhe-le-Haut-Clocher,4347,BEL,14
95,Sainte-Ode,6680,BEL,14
96,Beveren,9130,BEL,14
96,Ham,3945,BEL,14
10,Alveringem,8690,BEL,13
10,Amel,4770,BEL,13
10,Beauraing,5570,BEL,13
10,Beyne-Heusay,4610,BEL,13
10,Bierbeek,3360,BEL,13
10,Bouillon,6831,BEL,13
10,Boussu,7301,BEL,13
10,Boutersem,3370,BEL,13
10,Ellezelles,7890,BEL,13
10,Floreffe,5150,BEL,13
10,Glabbeek,3380,BEL,13
10,Grez-Doiceau,1390,BEL,13
10,Héron,4217,BEL,13
10,La Bruyère,5081,BEL,13
10,Le Roeulx,7070,BEL,13
10,Merksplas,2330,BEL,13
10,Mont-Saint-Guibert,1435,BEL,13
10,Pecq,7742,BEL,13
10,Saint-Hubert,6870,BEL,13
10,Schelle,2627,BEL,13
10,Steenokkerzeel,1820,BEL,13
10,Vielsalm,6698,BEL,13
11,Aywaille,4920,BEL,13
11,Bertrix,6880,BEL,13
11,Dessel,2480,BEL,13
11,Etalle,6740,BEL,13
11,Fexhe-le-Haut-Clocher,4347,BEL,13
11,Houthalen-Helchteren,3530,BEL,13
11,Kapellen,2950,BEL,13
11,Léglise,6860,BEL,13
11,Merbes-le-Château,6567,BEL,13
11,Mont-Saint-Guibert,1435,BEL,13
11,Oreye,4360,BEL,13
11,Paliseul,6850,BEL,13
11,Rixensart,1332,BEL,13
11,Sint-Martens-Latem,9830,BEL,13
11,Theux,4910,BEL,13
11,Waterloo,1410,BEL,13
11,Woluwe-Saint-Lambert,1200,BEL,13
12,Andenne,5300,BEL,13
12,Assenede,9961,BEL,13
12,Brugge,8000,BEL,13
12,Hamois,5360,BEL,13
12,Houthulst,8650,BEL,13
12,Lanaken,3620,BEL,13
12,Lochristi,9080,BEL,13
13,Aartselaar,2630,BEL,13
13,Ciney,5590,BEL,13
13,Court-Saint-Etienne,1490,BEL,13
13,Couvin,5660,BEL,13
13,Damme,8340,BEL,13
13,Diepenbeek,3590,BEL,13
13,Diest,3290,BEL,13
13,Dilsen-Stokkem,3650,BEL,13
13,Dinant,5500,BEL,13
13,Grez-Doiceau,1390,BEL,13
13,Kasterlee,2460,BEL,13
13,Kortenaken,3471,BEL,13
13,Maasmechelen,3630,BEL,13
13,Moorslede,8890,BEL,13
13,Poperinge,8970,BEL,13
13,Puurs-Sint-Amands,2870,BEL,13
13,Villers-la-Ville,1495,BEL,13
13,Westerlo,2260,BEL,13
13,Zottegem,9620,BEL,13
14,Beyne-Heusay,4610,BEL,13
14,Bredene,8450,BEL,13
14,Celles (lez-Tournai),7760,BEL,13
14,Denderleeuw,9470,BEL,13
14,Doische,5680,BEL,13
14,Engis,4480,BEL,13
14,Montigny-le-Tilleul,6110,BEL,13
14,Morlanwelz,7140,BEL,13
14,Olne,4877,BEL,13
14,Oud-Heverlee,3050,BEL,13
14,Ouffet,4590,BEL,13
14,Saint-Georges-sur-Meuse,4470,BEL,13
14,Visé,4600,BEL,13
14,Vresse-sur-Semois,5550,BEL,13
14,Wasseiges,4219,BEL,13
14,Wellin,6921,BEL,13
15,Baarle-Hertog,2387,BEL,13
15,Baelen,4837,BEL,13
15,Braine-le-Château,1440,BEL,13
15,Chapelle-lez-Herlaimont,7160,BEL,13
15,Comblain-au-Pont,4170,BEL,13
15,Deerlijk,8540,BEL,13
15,Dessel,2480,BEL,13
15,Herent,3020,BEL,13
15,Limbourg,4834,BEL,13
15,Meerhout,2450,BEL,13
15,Musson,6750,BEL,13
15,Woluwe-Saint-Pierre,1150,BEL,13
16,Aiseau-Presles,6250,BEL,13
16,Antoing,7640,BEL,13
16,Aubange,6791,BEL,13
16,Berchem-Sainte-Agathe,1082,BEL,13
16,Berloz,4257,BEL,13
16,Cerfontaine,5630,BEL,13
16,Engis,4480,BEL,13
16,Erezée,6997,BEL,13
16,Frameries,7080,BEL,13
16,Hélécine,1357,BEL,13
16,Kelmis,4728,BEL,13
16,Morlanwelz,7140,BEL,13
16,Visé,4602,BEL,13
16,Vosselaar,2350,BEL,13
16,Wijnegem,2110,BEL,13
18,Bierbeek,3360,BEL,13
18,Boutersem,3370,BEL,13
18,Buggenhout,9255,BEL,13
18,Couvin,5660,BEL,13
18,Hamont-Achel,3930,BEL,13
18,Herenthout,2270,BEL,13
18,Ingelmunster,8770,BEL,13
18,Ittre,1460,BEL,13
18,Koekelare,8680,BEL,13
18,Koekelberg,1081,BEL,13
18,Laakdal,2431,BEL,13
18,Maarkedal,9681,BEL,13
18,Malle,2390,BEL,13
18,Manage,7170,BEL,13
18,Meerhout,2450,BEL,13
18,Opwijk,1745,BEL,13
18,Oud-Heverlee,3053,BEL,13
18,Oudenburg,8460,BEL,13
18,Schelle,2627,BEL,13
18,Sint-Laureins,9988,BEL,13
18,Sint-Lievens-Houtem,9520,BEL,13
18,Stekene,9190,BEL,13
18,Wezembeek-Oppem,1970,BEL,13
20,Deinze,9800,BEL,13
20,Dendermonde,9200,BEL,13
20,Heist-op-den-Berg,2220,BEL,13
20,Herstal,4040,BEL,13
20,Izegem,8870,BEL,13
20,Lokeren,9160,BEL,13
20,Oostende,8400,BEL,13
20,Schaerbeek,1030,BEL,13
20,Waterloo,1410,BEL,13
21,Bouillon,6830,BEL,13
21,Brugge,8000,BEL,13
21,Büllingen,4760,BEL,13
21,Deinze,9800,BEL,13
21,Lievegem,9950,BEL,13
21,Nivelles,1400,BEL,13
21,Sint-Niklaas,9111,BEL,13
21,Sprimont,4140,BEL,13
21,Tienen,3300,BEL,13
21,Westerlo,2260,BEL,13
22,Amay,4540,BEL,13
22,Binche,7130,BEL,13
22,Chaudfontaine,4052,BEL,13
22,Deinze,9800,BEL,13
22,Huy,4500,BEL,13
22,Ixelles,1050,BEL,13
22,Momignies,6591,BEL,13
22,Pelt,3900,BEL,13
22,Pepinster,4860,BEL,13
22,Plombières,4851,BEL,13
22,Pont-à-Celles,6238,BEL,13
22,Raeren,4731,BEL,13
22,Schaerbeek,1030,BEL,13
22,Sint-Pieters-Leeuw,1602,BEL,13
22,Villers-le-Bouillet,4530,BEL,13
22,Zaventem,1930,BEL,13
23,Affligem,1790,BEL,13
23,Beersel,1651,BEL,13
23,Eupen,4700,BEL,13
23,Hamont-Achel,3930,BEL,13
23,Jemeppe-sur-Sambre,5190,BEL,13
23,Lebbeke,9280,BEL,13
23,Lummen,3560,BEL,13
23,Oosterzele,9860,BEL,13
23,Sankt Vith,4780,BEL,13
23,Scherpenheuvel-Zichem,3272,BEL,13
23,Vilvoorde,1800,BEL,13
23,Walcourt,5650,BEL,13
23,Zaventem,1930,BEL,13
23,Zoersel,2980,BEL,13
24,Brugge,8000,BEL,13
24,Ciney,5590,BEL,13
24,Lokeren,9160,BEL,13
24,Sint-Niklaas,9100,BEL,13
25,Affligem,1790,BEL,13
25,Arlon,6700,BEL,13
25,Boutersem,3370,BEL,13
25,Houyet,5560,BEL,13
25,La Roche-en-Ardenne,6986,BEL,13
25,Manhay,6960,BEL,13
25,Marchin,4570,BEL,13
25,Ouffet,4590,BEL,13
25,Schelle,2627,BEL,13
25,Silly,7830,BEL,13
