EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
4,93,706.0,706,Société coopérative
2,93,411.0,411,Ville / commune
2,93,125.0,125,Association internationale sans but lucratif
2,93,114.0,114,Société anonyme de droit public
2,93,29.0,029,Fondation d'utilité publique
1,93,790.0,790,Divers sans personnalité juridique
1,93,722.0,722,Association momentanée
1,93,26.0,026,Fondation privée
1,93,16.0,016,Société coopérative (ancien statut)
176,93,610.0,610,Société à responsabilité limitée
60,93,14.0,014,Société anonyme
34,93,,,
19,93,15.0,015,Société privée à responsabilité limitée
15,93,17.0,017,Association sans but lucratif
5,93,30.0,030,Entité étrangère
2,93,612.0,612,Société en commandite
2,93,11.0,011,Société en nom collectif
1,93,400.0,400,Autorité provinciale
1,93,125.0,125,Association internationale sans but lucratif
1,93,3.0,003,Unité TVA
1009,93,,,
168,93,610.0,610,Société à responsabilité limitée
39,93,15.0,015,Société privée à responsabilité limitée
15,93,11.0,011,Société en nom collectif
12,93,612.0,612,Société en commandite
11,93,17.0,017,Association sans but lucratif
9,93,12.0,012,Société en commandite simple
7,93,30.0,030,Entité étrangère
7,93,14.0,014,Société anonyme
4,93,721.0,721,Société ou association sans personnalité juridique
2,93,706.0,706,Société coopérative
2,93,3.0,003,Unité TVA
1,93,411.0,411,Ville / commune
1,93,400.0,400,Autorité provinciale
1,93,8.0,008,Société coopérative à responsabilité limitée
1,93,6.0,006,Société coopérative à responsabilité illimitée
88,93,610.0,610,Société à responsabilité limitée
29,93,,,
27,93,15.0,015,Société privée à responsabilité limitée
15,93,17.0,017,Association sans but lucratif
14,93,14.0,014,Société anonyme
3,93,612.0,612,Société en commandite
2,93,11.0,011,Société en nom collectif
1,93,418.0,418,Régie communale autonome
1,93,8.0,008,Société coopérative à responsabilité limitée
1,93,6.0,006,Société coopérative à responsabilité illimitée
301,93,610.0,610,Société à responsabilité limitée
110,93,,,
106,93,14.0,014,Société anonyme
56,93,15.0,015,Société privée à responsabilité limitée
38,93,17.0,017,Association sans but lucratif
13,93,3.0,003,Unité TVA
5,93,11.0,011,Société en nom collectif
4,93,612.0,612,Société en commandite
3,93,8.0,008,Société coopérative à responsabilité limitée
2,93,419.0,419,Régie provinciale autonome
2,93,418.0,418,Régie communale autonome
1,93,706.0,706,Société coopérative
1,93,514.0,514,Société anonyme à finalité sociale
1,93,411.0,411,Ville / commune
1,93,125.0,125,Association internationale sans but lucratif
1,93,26.0,026,Fondation privée
1,93,16.0,016,Société coopérative (ancien statut)
1,93,12.0,012,Société en commandite simple
12249,93,,,
4433,93,610.0,610,Société à responsabilité limitée
2858,93,17.0,017,Association sans but lucratif
572,93,15.0,015,Société privée à responsabilité limitée
521,93,612.0,612,Société en commandite
443,93,11.0,011,Société en nom collectif
250,93,14.0,014,Société anonyme
163,93,721.0,721,Société ou association sans personnalité juridique
145,93,12.0,012,Société en commandite simple
40,93,3.0,003,Unité TVA
31,93,706.0,706,Société coopérative
20,93,30.0,030,Entité étrangère
20,93,8.0,008,Société coopérative à responsabilité limitée
12,93,418.0,418,Régie communale autonome
9,93,6.0,006,Société coopérative à responsabilité illimitée
6,93,125.0,125,Association internationale sans but lucratif
5,93,26.0,026,Fondation privée
4,93,411.0,411,Ville / commune
4,93,29.0,029,Fondation d'utilité publique
3,93,419.0,419,Régie provinciale autonome
2,93,616.0,616,Société à responsabilité limitée de droit public
1,93,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,93,417.0,417,Association chargée de mission (Région flamande)
1,93,416.0,416,Association prestataire de services (Région flamande)
1,93,415.0,415,Association de projet
1,93,412.0,412,Centre public d'action sociale
1,93,400.0,400,Autorité provinciale
1,93,303.0,303,Autre service fédéral
831,94,17.0,017,Association sans but lucratif
358,94,125.0,125,Association internationale sans but lucratif
157,94,30.0,030,Entité étrangère
52,94,610.0,610,Société à responsabilité limitée
25,94,,,
24,94,706.0,706,Société coopérative
17,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
17,94,14.0,014,Société anonyme
12,94,22.0,022,Organisation scientifique internationale de droit belge
11,94,721.0,721,Société ou association sans personnalité juridique
10,94,15.0,015,Société privée à responsabilité limitée
7,94,11.0,011,Société en nom collectif
7,94,3.0,003,Unité TVA
6,94,65.0,065,Groupement européen d'intérêt économique
6,94,26.0,026,Fondation privée
5,94,612.0,612,Société en commandite
5,94,160.0,160,Organisme public étranger ou international
4,94,29.0,029,Fondation d'utilité publique
4,94,20.0,020,Union professionnelle
3,94,60.0,060,Groupement d'intérêt économique
3,94,8.0,008,Société coopérative à responsabilité limitée
2,94,999.0,999,Forme légale inconnue (ONSS)
2,94,16.0,016,Société coopérative (ancien statut)
1,94,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,94,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,94,303.0,303,Autre service fédéral
1,94,230.0,230,Entité étrangère avec un bien immobilier en Belgique (avec personnalité juridique)
1,94,151.0,151,Autre forme légale
1,94,124.0,124,Etablissement public
1,94,51.0,051,Autre forme de droit privé avec personnalité juridique
1,94,12.0,012,Société en commandite simple
701,94,17.0,017,Association sans but lucratif
261,94,125.0,125,Association internationale sans but lucratif
160,94,610.0,610,Société à responsabilité limitée
90,94,,,
59,94,30.0,030,Entité étrangère
23,94,123.0,123,Corporation professionnelle / Ordre
20,94,151.0,151,Autre forme légale
16,94,15.0,015,Société privée à responsabilité limitée
14,94,612.0,612,Société en commandite
11,94,14.0,014,Société anonyme
10,94,22.0,022,Organisation scientifique internationale de droit belge
7,94,706.0,706,Société coopérative
7,94,124.0,124,Etablissement public
7,94,26.0,026,Fondation privée
6,94,721.0,721,Société ou association sans personnalité juridique
6,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
6,94,65.0,065,Groupement européen d'intérêt économique
6,94,3.0,003,Unité TVA
5,94,11.0,011,Société en nom collectif
4,94,20.0,020,Union professionnelle
4,94,12.0,012,Société en commandite simple
3,94,23.0,023,Association étrangère privée avec établissement en Belgique
3,94,8.0,008,Société coopérative à responsabilité limitée
2,94,51.0,051,Autre forme de droit privé avec personnalité juridique
2,94,29.0,029,Fondation d'utilité publique
1,94,999.0,999,Forme légale inconnue (ONSS)
1,94,790.0,790,Divers sans personnalité juridique
1,94,218.0,218,Fondation politique européenne
1,94,60.0,060,Groupement d'intérêt économique
1,94,18.0,018,Etablissement d'utilité publique
141,94,721.0,721,Société ou association sans personnalité juridique
76,94,17.0,017,Association sans but lucratif
19,94,125.0,125,Association internationale sans but lucratif
8,94,610.0,610,Société à responsabilité limitée
5,94,,,
4,94,706.0,706,Société coopérative
4,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
4,94,30.0,030,Entité étrangère
3,94,3.0,003,Unité TVA
1,94,724.0,724,Syndicat
1,94,612.0,612,Société en commandite
1,94,60.0,060,Groupement d'intérêt économique
1,94,15.0,015,Société privée à responsabilité limitée
1,94,14.0,014,Société anonyme
1291,94,124.0,124,Etablissement public
822,94,17.0,017,Association sans but lucratif
20,94,,,
16,94,125.0,125,Association internationale sans but lucratif
16,94,30.0,030,Entité étrangère
11,94,721.0,721,Société ou association sans personnalité juridique
7,94,29.0,029,Fondation d'utilité publique
5,94,999.0,999,Forme légale inconnue (ONSS)
5,94,26.0,026,Fondation privée
4,94,610.0,610,Société à responsabilité limitée
3,94,22.0,022,Organisation scientifique internationale de droit belge
2,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,94,612.0,612,Société en commandite
1,94,51.0,051,Autre forme de droit privé avec personnalité juridique
1,94,11.0,011,Société en nom collectif
114,94,17.0,017,Association sans but lucratif
19,94,125.0,125,Association internationale sans but lucratif
18,94,30.0,030,Entité étrangère
13,94,217.0,217,Parti politique européen
9,94,721.0,721,Société ou association sans personnalité juridique
9,94,,,
7,94,610.0,610,Société à responsabilité limitée
7,94,218.0,218,Fondation politique européenne
2,94,999.0,999,Forme légale inconnue (ONSS)
2,94,29.0,029,Fondation d'utilité publique
2,94,15.0,015,Société privée à responsabilité limitée
1,94,451.0,451,Organismes immatriculés pour l'O.N.P.
1,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,94,23.0,023,Association étrangère privée avec établissement en Belgique
789,94,17.0,017,Association sans but lucratif
17,94,125.0,125,Association internationale sans but lucratif
13,94,,,
6,94,30.0,030,Entité étrangère
4,94,26.0,026,Fondation privée
3,94,610.0,610,Société à responsabilité limitée
3,94,22.0,022,Organisation scientifique internationale de droit belge
2,94,721.0,721,Société ou association sans personnalité juridique
2,94,15.0,015,Société privée à responsabilité limitée
1,94,415.0,415,Association de projet
1,94,411.0,411,Ville / commune
1,94,151.0,151,Autre forme légale
1,94,29.0,029,Fondation d'utilité publique
490,94,17.0,017,Association sans but lucratif
22,94,125.0,125,Association internationale sans but lucratif
9,94,,,
7,94,29.0,029,Fondation d'utilité publique
6,94,30.0,030,Entité étrangère
6,94,26.0,026,Fondation privée
3,94,721.0,721,Société ou association sans personnalité juridique
3,94,706.0,706,Société coopérative
3,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,94,610.0,610,Société à responsabilité limitée
1,94,514.0,514,Société anonyme à finalité sociale
1,94,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,94,160.0,160,Organisme public étranger ou international
1,94,15.0,015,Société privée à responsabilité limitée
346,94,17.0,017,Association sans but lucratif
44,94,125.0,125,Association internationale sans but lucratif
37,94,610.0,610,Société à responsabilité limitée
34,94,,,
22,94,30.0,030,Entité étrangère
13,94,29.0,029,Fondation d'utilité publique
8,94,26.0,026,Fondation privée
4,94,612.0,612,Société en commandite
3,94,706.0,706,Société coopérative
2,94,65.0,065,Groupement européen d'intérêt économique
2,94,22.0,022,Organisation scientifique internationale de droit belge
2,94,11.0,011,Société en nom collectif
1,94,422.0,422,Zone de secours
1,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,94,108.0,108,Société coopérative à responsabilité limitée de droit public
1,94,14.0,014,Société anonyme
1,94,8.0,008,Société coopérative à responsabilité limitée
1,94,3.0,003,Unité TVA
487,94,17.0,017,Association sans but lucratif
51,94,125.0,125,Association internationale sans but lucratif
39,94,30.0,030,Entité étrangère
22,94,610.0,610,Société à responsabilité limitée
15,94,706.0,706,Société coopérative
14,94,,,
8,94,29.0,029,Fondation d'utilité publique
4,94,26.0,026,Fondation privée
2,94,151.0,151,Autre forme légale
2,94,15.0,015,Société privée à responsabilité limitée
1,94,721.0,721,Société ou association sans personnalité juridique
1,94,612.0,612,Société en commandite
1,94,419.0,419,Régie provinciale autonome
1,94,160.0,160,Organisme public étranger ou international
1,94,65.0,065,Groupement européen d'intérêt économique
1,94,12.0,012,Société en commandite simple
1,94,11.0,011,Société en nom collectif
313,94,17.0,017,Association sans but lucratif
23,94,125.0,125,Association internationale sans but lucratif
23,94,30.0,030,Entité étrangère
14,94,,,
7,94,610.0,610,Société à responsabilité limitée
7,94,29.0,029,Fondation d'utilité publique
4,94,26.0,026,Fondation privée
1,94,706.0,706,Société coopérative
1,94,612.0,612,Société en commandite
1,94,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,94,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,94,117.0,117,Association sans but lucratif de droit public
1,94,60.0,060,Groupement d'intérêt économique
1,94,3.0,003,Unité TVA
3032,94,17.0,017,Association sans but lucratif
289,94,125.0,125,Association internationale sans but lucratif
120,94,30.0,030,Entité étrangère
56,94,29.0,029,Fondation d'utilité publique
49,94,610.0,610,Société à responsabilité limitée
45,94,,,
41,94,26.0,026,Fondation privée
37,94,721.0,721,Société ou association sans personnalité juridique
19,94,706.0,706,Société coopérative
11,94,22.0,022,Organisation scientifique internationale de droit belge
